id,category,type,registration_number,deletion_date,registration,country
865666,AVREG_DATA.CATEGORIES.AIRPLANE,Z 226,MQI,,OK-MQI,CZ
865672,AVREG_DATA.CATEGORIES.AIRPLANE,Z 226,MQH,,OK-MQH,CZ
865678,AVREG_DATA.CATEGORIES.AIRPLANE,Z 226,MQG,,OK-MQG,CZ
865684,AVREG_DATA.CATEGORIES.AIRPLANE,Z 226,MQE,,OK-MQE,CZ
865690,AVREG_DATA.CATEGORIES.AIRPLANE,Z 226,MQB,,OK-MQB,CZ
865696,AVREG_DATA.CATEGORIES.AIRPLANE,Z 226,MPV,,OK-MPV,CZ
865702,AVREG_DATA.CATEGORIES.AIRPLANE,Z 226,MPT,,OK-MPT,CZ
865708,AVREG_DATA.CATEGORIES.AIRPLANE,Z 226,MPP,,OK-MPP,CZ
865714,AVREG_DATA.CATEGORIES.AIRPLANE,Z 226,MPK,,OK-MPK,CZ
865720,AVREG_DATA.CATEGORIES.AIRPLANE,Z 226,MPJ,,OK-MPJ,CZ
865726,AVREG_DATA.CATEGORIES.AIRPLANE,Z 226,MPG,,OK-MPG,CZ
865732,AVREG_DATA.CATEGORIES.AIRPLANE,Z 226,MPB,,OK-MPB,CZ
865738,AVREG_DATA.CATEGORIES.AIRPLANE,Z 226,MPA,,OK-MPA,CZ
865744,AVREG_DATA.CATEGORIES.AIRPLANE,Z 226,MHC,,OK-MHC,CZ
865750,AVREG_DATA.CATEGORIES.AIRPLANE,Z 226,MGX,,OK-MGX,CZ
865756,AVREG_DATA.CATEGORIES.AIRPLANE,Z 226,MGV,2018-10-22T23:00:00.000Z,OK-MGV,CZ
865762,AVREG_DATA.CATEGORIES.AIRPLANE,Z 226,MGU,2019-01-16T10:00:00.000Z,OK-MGU,CZ
865768,AVREG_DATA.CATEGORIES.AIRPLANE,Z 226,MGR,2008-07-27T23:00:00.000Z,OK-MGR,CZ
865774,AVREG_DATA.CATEGORIES.AIRPLANE,Z 226,MGQ,,OK-MGQ,CZ
865780,AVREG_DATA.CATEGORIES.AIRPLANE,Z 226,MGM,,OK-MGM,CZ
865786,AVREG_DATA.CATEGORIES.AIRPLANE,Z 226,MGK,,OK-MGK,CZ
865792,AVREG_DATA.CATEGORIES.AIRPLANE,Z 226,MGJ,,OK-MGJ,CZ
865798,AVREG_DATA.CATEGORIES.AIRPLANE,Z 226,MGF,,OK-MGF,CZ
865804,AVREG_DATA.CATEGORIES.AIRPLANE,Z 226,KMS,,OK-KMS,CZ
865810,AVREG_DATA.CATEGORIES.AIRPLANE,Z 226,KMP,,OK-KMP,CZ
865816,AVREG_DATA.CATEGORIES.AIRPLANE,Z 226,KMK,,OK-KMK,CZ
865822,AVREG_DATA.CATEGORIES.AIRPLANE,Z 226,KMJ,,OK-KMJ,CZ
865828,AVREG_DATA.CATEGORIES.AIRPLANE,Z 226,KMB,,OK-KMB,CZ
865834,AVREG_DATA.CATEGORIES.AIRPLANE,Z 226,JGT,,OK-JGT,CZ
865840,AVREG_DATA.CATEGORIES.AIRPLANE,PIPER PA44,MLR,2007-03-26T08:00:00.000Z,OK-MLR,CZ
865845,,Z 242,VNP,2002-03-24T23:00:00.000Z,OK-VNP,CZ
865851,,Z 242,YNG,2002-03-24T23:00:00.000Z,OK-YNG,CZ
865857,AVREG_DATA.CATEGORIES.AIRPLANE,Z 242,YNB,2008-07-08T07:00:00.000Z,OK-YNB,CZ
865863,AVREG_DATA.CATEGORIES.AIRPLANE,Z 242,VHZ,,OK-VHZ,CZ
865869,AVREG_DATA.CATEGORIES.AIRPLANE,Z 326,OTA,,OK-OTA,CZ
865875,AVREG_DATA.CATEGORIES.AIRPLANE,Z 326,OTB,,OK-OTB,CZ
865881,AVREG_DATA.CATEGORIES.AIRPLANE,Z 326,SEN,,OK-SEN,CZ
865887,AVREG_DATA.CATEGORIES.AIRPLANE,Z 326,OTE,,OK-OTE,CZ
865893,AVREG_DATA.CATEGORIES.AIRPLANE,Z 326,OTD,,OK-OTD,CZ
865899,AVREG_DATA.CATEGORIES.AIRPLANE,Z 326,LHA,,OK-LHA,CZ
865905,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna FR 172,JAS,,OK-JAS,CZ
865911,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna FR 172,TEC,,OK-TEC,CZ
865922,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna FR 172,DVM,,OK-DVM,CZ
865928,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna FR 172,AKM,,OK-AKM,CZ
865934,AVREG_DATA.CATEGORIES.AIRPLANE,L 410,DZA,2021-01-07T15:00:00.000Z,OK-DZA,CZ
865940,AVREG_DATA.CATEGORIES.AIRPLANE,Z 42,ESO,,OK-ESO,CZ
865946,AVREG_DATA.CATEGORIES.AIRPLANE,Z 42,ILP,,OK-ILP,CZ
865952,AVREG_DATA.CATEGORIES.AIRPLANE,Z 42,JSF,,OK-JSF,CZ
865958,AVREG_DATA.CATEGORIES.AIRPLANE,Z 42,JSB,2022-02-15T14:00:00.000Z,OK-JSB,CZ
865964,AVREG_DATA.CATEGORIES.AIRPLANE,Z 42,JSC,,OK-JSC,CZ
865970,AVREG_DATA.CATEGORIES.AIRPLANE,Z 42,JSE,,OK-JSE,CZ
865976,AVREG_DATA.CATEGORIES.AIRPLANE,Z 42,JSD,,OK-JSD,CZ
865982,AVREG_DATA.CATEGORIES.AIRPLANE,Z 42,ILQ,,OK-ILQ,CZ
865988,AVREG_DATA.CATEGORIES.AIRPLANE,Z 42,ZSC,,OK-ZSC,CZ
865994,AVREG_DATA.CATEGORIES.AIRPLANE,Z 42,ZSD,,OK-ZSD,CZ
866000,AVREG_DATA.CATEGORIES.AIRPLANE,Z 42,ZSE,,OK-ZSE,CZ
866006,AVREG_DATA.CATEGORIES.AIRPLANE,Z 42,ZSG,2012-01-24T23:00:00.000Z,OK-ZSG,CZ
866012,AVREG_DATA.CATEGORIES.AIRPLANE,Z 42,ZSH,,OK-ZSH,CZ
866018,AVREG_DATA.CATEGORIES.AIRPLANE,Z 42,ZSF,,OK-ZSF,CZ
866024,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,FOJ,,OK-FOJ,CZ
866030,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,KOS,,OK-KOS,CZ
866036,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,FOK,,OK-FOK,CZ
866042,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,FOL,,OK-FOL,CZ
866048,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,FOM,,OK-FOM,CZ
866054,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,WEL,,OK-WEL,CZ
866060,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,WOC,,OK-WOC,CZ
866066,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,WOE,,OK-WOE,CZ
866072,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,WOH,,OK-WOH,CZ
866078,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,XOH,2010-07-13T23:00:00.000Z,OK-XOH,CZ
866084,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,XOG,,OK-XOG,CZ
866090,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,XOE,,OK-XOE,CZ
866096,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,XOD,,OK-XOD,CZ
866102,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,XOC,2002-08-27T23:00:00.000Z,OK-XOC,CZ
866108,,Z 43,XOB,2002-05-15T09:00:00.000Z,OK-XOB,CZ
866114,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,XOA,,OK-XOA,CZ
866120,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,WOL,2019-11-16T07:00:00.000Z,OK-WOL,CZ
866126,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,WOK,,OK-WOK,CZ
866132,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,WOJ,,OK-WOJ,CZ
866138,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,WOI,,OK-WOI,CZ
866144,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,WOF,,OK-WOF,CZ
866150,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,WOD,,OK-WOD,CZ
866156,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,WOB,2012-08-29T07:00:00.000Z,OK-WOB,CZ
866162,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,WOA,,OK-WOA,CZ
866168,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,COA,,OK-COA,CZ
866174,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,COG,,OK-COG,CZ
866180,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,DOE,,OK-DOE,CZ
866186,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,DOD,,OK-DOD,CZ
866192,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,DOC,,OK-DOC,CZ
866198,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,DOB,,OK-DOB,CZ
866204,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,DOA,,OK-DOA,CZ
866210,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,COE,2020-12-30T14:00:00.000Z,OK-COE,CZ
866216,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,COB,2014-04-14T14:00:00.000Z,OK-COB,CZ
866222,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,COC,,OK-COC,CZ
866228,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,COD,,OK-COD,CZ
866234,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,FOI,2022-10-31T23:00:00.000Z,OK-FOI,CZ
866240,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,FOH,2022-08-22T09:00:00.000Z,OK-FOH,CZ
866246,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,FOG,,OK-FOG,CZ
866252,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,FOF,,OK-FOF,CZ
866258,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,EOI,,OK-EOI,CZ
866264,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,EOH,,OK-EOH,CZ
866270,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,EOG,,OK-EOG,CZ
866276,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,EOF,,OK-EOF,CZ
866282,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,EOE,,OK-EOE,CZ
866288,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,EOD,,OK-EOD,CZ
866294,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,EOC,,OK-EOC,CZ
866300,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,EOA,2019-11-05T09:00:00.000Z,OK-EOA,CZ
866306,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,DOJ,,OK-DOJ,CZ
866312,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,DOI,,OK-DOI,CZ
866318,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,DOH,,OK-DOH,CZ
866324,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,DOG,,OK-DOG,CZ
866330,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,DOF,2017-01-13T09:00:00.000Z,OK-DOF,CZ
866336,AVREG_DATA.CATEGORIES.AIRPLANE,Z 50,FAI,,OK-FAI,CZ
866342,AVREG_DATA.CATEGORIES.AIRPLANE,Z 50,RRD,2018-02-07T08:00:00.000Z,OK-RRD,CZ
866348,AVREG_DATA.CATEGORIES.AIRPLANE,Z 50,SPR,,OK-SPR,CZ
866354,AVREG_DATA.CATEGORIES.AIRPLANE,Z 50,TRM,,OK-TRM,CZ
866360,AVREG_DATA.CATEGORIES.AIRPLANE,Z 50,TRP,2017-02-13T07:00:00.000Z,OK-TRP,CZ
866366,AVREG_DATA.CATEGORIES.AIRPLANE,Z 50,XRG,2003-07-09T14:00:00.000Z,OK-XRG,CZ
866372,AVREG_DATA.CATEGORIES.AIRPLANE,Z 50,XRD,2016-06-23T13:00:00.000Z,OK-XRD,CZ
866378,AVREG_DATA.CATEGORIES.AIRPLANE,Z 50,XRC,,OK-XRC,CZ
866384,AVREG_DATA.CATEGORIES.AIRPLANE,Z 50,XRB,,OK-XRB,CZ
866390,AVREG_DATA.CATEGORIES.AIRPLANE,Z 50,XRA,,OK-XRA,CZ
866396,AVREG_DATA.CATEGORIES.AIRPLANE,Z 50,WRL,2003-05-20T10:30:00.000Z,OK-WRL,CZ
866402,AVREG_DATA.CATEGORIES.AIRPLANE,Z 50,WRK,2005-06-17T10:00:00.000Z,OK-WRK,CZ
866408,AVREG_DATA.CATEGORIES.AIRPLANE,Z 50,TRQ,,OK-TRQ,CZ
866414,AVREG_DATA.CATEGORIES.AIRPLANE,Z 50,TRO,2010-02-28T23:00:00.000Z,OK-TRO,CZ
866420,AVREG_DATA.CATEGORIES.AIRPLANE,Z 50,XRK,,OK-XRK,CZ
866426,AVREG_DATA.CATEGORIES.AIRPLANE,Z 50,IRJ,2020-08-05T11:00:00.000Z,OK-IRJ,CZ
866437,AVREG_DATA.CATEGORIES.AIRPLANE,Z 526,WXA,2008-05-04T23:00:00.000Z,OK-WXA,CZ
866443,AVREG_DATA.CATEGORIES.AIRPLANE,Z 526,ZLI,2007-01-30T08:00:00.000Z,OK-ZLI,CZ
866448,AVREG_DATA.CATEGORIES.AIRPLANE,Z 526,ZRD,2022-12-05T23:00:00.000Z,OK-ZRD,CZ
866454,AVREG_DATA.CATEGORIES.AIRPLANE,Z 526,ZRA,,OK-ZRA,CZ
866460,AVREG_DATA.CATEGORIES.AIRPLANE,Z 526,ZRB,2019-04-16T07:00:00.000Z,OK-ZRB,CZ
866466,AVREG_DATA.CATEGORIES.AIRPLANE,Z 526,YES,,OK-YES,CZ
866472,AVREG_DATA.CATEGORIES.AIRPLANE,Z 526,CXF,2022-02-10T13:30:00.000Z,OK-CXF,CZ
866478,AVREG_DATA.CATEGORIES.AIRPLANE,Z 526,ERE,,OK-ERE,CZ
866484,AVREG_DATA.CATEGORIES.AIRPLANE,Z 526,EHO,,OK-EHO,CZ
866489,AVREG_DATA.CATEGORIES.AIRPLANE,Z 526,CXC,,OK-CXC,CZ
866495,AVREG_DATA.CATEGORIES.AIRPLANE,Z 526,CRA,,OK-CRA,CZ
866501,AVREG_DATA.CATEGORIES.AIRPLANE,Z 526,CXA,2015-03-07T10:00:00.000Z,OK-CXA,CZ
866507,AVREG_DATA.CATEGORIES.AIRPLANE,Z 526,CXB,,OK-CXB,CZ
866513,AVREG_DATA.CATEGORIES.AIRPLANE,Z 726,DRC,,OK-DRC,CZ
866519,AVREG_DATA.CATEGORIES.AIRPLANE,L 410,ADO,2004-12-06T13:30:00.000Z,OK-ADO,CZ
866525,AVREG_DATA.CATEGORIES.AIRPLANE,L 410,ADP,2004-12-06T13:30:00.000Z,OK-ADP,CZ
866531,,L 410 A,ADQ,2002-03-26T09:30:00.000Z,OK-ADQ,CZ
866537,AVREG_DATA.CATEGORIES.AIRPLANE,L 410,PDO,,OK-PDO,CZ
866553,AVREG_DATA.CATEGORIES.AIRPLANE,L 410,SKY,2008-04-06T23:00:00.000Z,OK-SKY,CZ
866559,AVREG_DATA.CATEGORIES.AIRPLANE,L 410,MDF,2005-11-08T14:00:00.000Z,OK-MDF,CZ
866564,AVREG_DATA.CATEGORIES.AIRPLANE,L 410,PRH,2016-07-13T07:00:00.000Z,OK-PRH,CZ
866570,AVREG_DATA.CATEGORIES.AIRPLANE,L 410,RDA,2018-11-23T07:00:00.000Z,OK-RDA,CZ
866576,AVREG_DATA.CATEGORIES.HELICOPTER,Schweizer 269,PIM,,OK-PIM,CZ
866582,,XL-13T,6201,2002-01-10T08:00:00.000Z,OK-6201,CZ
866588,AVREG_DATA.CATEGORIES.GLIDER,TWIN ASTIR,8320,2023-05-11T13:05:00.000Z,OK-8320,CZ
866594,AVREG_DATA.CATEGORIES.GLIDER,TWIN ASTIR,1234,2016-08-08T11:00:00.000Z,OK-1234,CZ
866600,AVREG_DATA.CATEGORIES.AIRPLANE,Be-50,EAA,,OK-EAA,CZ
866605,AVREG_DATA.CATEGORIES.AIRPLANE,L 610,CZD,2006-05-14T23:00:00.000Z,OK-CZD,CZ
866611,AVREG_DATA.CATEGORIES.AIRPLANE,L 610,UZB,,OK-UZB,CZ
866617,AVREG_DATA.CATEGORIES.AIRPLANE,L 610,XZA,,OK-XZA,CZ
866623,AVREG_DATA.CATEGORIES.AIRPLANE,EV-97 VLA,VLA,,OK-VLA,CZ
866629,AVREG_DATA.CATEGORIES.HELICOPTER,HUGHES 369,LES,2013-02-07T13:00:00.000Z,OK-LES,CZ
866635,,BAST 900,8003,,OK-8003,CZ
866641,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,Thunder ,9006,,OK-9006,CZ
866647,AVREG_DATA.CATEGORIES.AIRPLANE,A 310,WAA,2009-06-19T13:00:00.000Z,OK-WAA,CZ
866653,AVREG_DATA.CATEGORIES.AIRPLANE,A 310,WAB,2008-12-16T09:00:00.000Z,OK-WAB,CZ
866659,AVREG_DATA.CATEGORIES.HELICOPTER,R 44,YIK,2005-02-07T12:00:00.000Z,OK-YIK,CZ
866665,AVREG_DATA.CATEGORIES.HELICOPTER,R 44,ZIO,,OK-ZIO,CZ
866671,AVREG_DATA.CATEGORIES.HELICOPTER,R 44,EIN,,OK-EIN,CZ
866677,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,BGQ,2006-03-20T13:40:00.000Z,OK-BGQ,CZ
866683,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,CGJ,2010-12-07T13:00:00.000Z,OK-CGJ,CZ
866689,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,DGM,2010-09-02T12:00:00.000Z,OK-DGM,CZ
866695,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,EGP,2010-09-13T14:00:00.000Z,OK-EGP,CZ
866701,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,FIT,2005-04-19T23:00:00.000Z,OK-FIT,CZ
866707,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,FGS,2010-11-30T12:00:00.000Z,OK-FGS,CZ
866713,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,FGR,2010-11-01T23:00:00.000Z,OK-FGR,CZ
866719,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,FAN,2010-04-22T12:00:00.000Z,OK-FAN,CZ
866725,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,EGO,2011-11-22T09:00:00.000Z,OK-EGO,CZ
866731,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,DGN,2010-09-03T12:00:00.000Z,OK-DGN,CZ
866737,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,DGL,2011-12-23T14:00:00.000Z,OK-DGL,CZ
866743,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,CGK,2011-09-01T07:00:00.000Z,OK-CGK,CZ
866749,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,CGI,2009-04-22T10:45:00.000Z,OK-CGI,CZ
866755,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,CGH,2011-01-04T08:00:00.000Z,OK-CGH,CZ
866761,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,TVA,2010-04-15T12:00:00.000Z,OK-TVA,CZ
866767,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,TVC,2010-03-25T12:00:00.000Z,OK-TVC,CZ
866773,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,TVB,2013-12-13T10:00:00.000Z,OK-TVB,CZ
866778,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,TVR,2007-02-13T07:00:00.000Z,OK-TVR,CZ
866784,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,TVQ,2008-06-01T23:00:00.000Z,OK-TVQ,CZ
866790,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,XGE,2015-04-28T10:00:00.000Z,OK-XGE,CZ
866796,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,XGD,2015-04-28T10:00:00.000Z,OK-XGD,CZ
866802,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,XGC,2015-01-29T09:00:00.000Z,OK-XGC,CZ
866808,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,XGB,2014-03-12T07:45:00.000Z,OK-XGB,CZ
866814,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,XGA,2014-02-14T08:30:00.000Z,OK-XGA,CZ
866820,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,WGG,2005-12-22T16:15:00.000Z,OK-WGG,CZ
866826,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,WGF,2006-04-21T15:05:00.000Z,OK-WGF,CZ
866832,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,FUN,2010-04-22T12:00:00.000Z,OK-FUN,CZ
866838,AVREG_DATA.CATEGORIES.AIRPLANE,PIPER-CUB,UXE,2010-01-08T10:00:00.000Z,OK-UXE,CZ
866844,AVREG_DATA.CATEGORIES.GLIDER,VSM 40,9902,2011-07-11T11:00:00.000Z,OK-9902,CZ
866850,AVREG_DATA.CATEGORIES.GLIDER,VSM 40,6203,,OK-6203,CZ
866856,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,Thunder ,9007,,OK-9007,CZ
866867,AVREG_DATA.CATEGORIES.GLIDER,LG 425,5977,,OK-5977,CZ
866873,AVREG_DATA.CATEGORIES.GLIDER,LG 425,5988,,OK-5988,CZ
866879,AVREG_DATA.CATEGORIES.GLIDER,LG 425,5333,,OK-5333,CZ
866885,AVREG_DATA.CATEGORIES.GLIDER,LG 425,5399,,OK-5399,CZ
866890,AVREG_DATA.CATEGORIES.GLIDER,LG 425,5372,,OK-5372,CZ
866896,AVREG_DATA.CATEGORIES.AIRPLANE,JAK11,JZE,,OK-JZE,CZ
866902,AVREG_DATA.CATEGORIES.AIRPLANE,PZL-104 WILGA Series,UKB,2008-06-30T12:00:00.000Z,OK-UKB,CZ
866908,AVREG_DATA.CATEGORIES.AIRPLANE,PZL-104 WILGA Series,CZB,2002-11-12T23:00:00.000Z,OK-CZB,CZ
866914,AVREG_DATA.CATEGORIES.AIRPLANE,JODEL F11,YXJ,,OK-YXJ,CZ
866920,AVREG_DATA.CATEGORIES.AIRPLANE,PIPER PA28,UKD,,OK-UKD,CZ
866926,AVREG_DATA.CATEGORIES.AIRPLANE,PIPER PA28,GKO,2017-11-21T08:00:00.000Z,OK-GKO,CZ
866932,AVREG_DATA.CATEGORIES.AIRPLANE,PIPER PA28,AKA,2022-11-18T23:00:00.000Z,OK-AKA,CZ
866938,AVREG_DATA.CATEGORIES.GLIDER,LG 125,0744,,OK-0744,CZ
866944,AVREG_DATA.CATEGORIES.GLIDER,LG 125,1968,,OK-1968,CZ
866950,AVREG_DATA.CATEGORIES.GLIDER,LG 125,1765,,OK-1765,CZ
866955,AVREG_DATA.CATEGORIES.GLIDER,LG 125,0771,,OK-0771,CZ
866961,AVREG_DATA.CATEGORIES.GLIDER,LG 125,0924,,OK-0924,CZ
866967,AVREG_DATA.CATEGORIES.GLIDER,LG 125,0937,,OK-0937,CZ
866973,AVREG_DATA.CATEGORIES.GLIDER,LF 109,2215,,OK-2215,CZ
866979,AVREG_DATA.CATEGORIES.GLIDER,LF 109,3903,,OK-3903,CZ
866985,AVREG_DATA.CATEGORIES.GLIDER,LF 109,3908,,OK-3908,CZ
866991,AVREG_DATA.CATEGORIES.GLIDER,M 28,2903,,OK-2903,CZ
866997,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 172,GKA,,OK-GKA,CZ
867003,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 172,GKH,,OK-GKH,CZ
867009,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 172,HKD,,OK-HKD,CZ
867015,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 172,MLA,,OK-MLA,CZ
867021,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 172,LOM,2003-04-16T23:00:00.000Z,OK-LOM,CZ
867026,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 172,CFT,,OK-CFT,CZ
867032,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 172,KKD,,OK-KKD,CZ
867038,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 172,KKA,,OK-KKA,CZ
867044,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 172,JKF,,OK-JKF,CZ
867050,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 172,IKQ,,OK-IKQ,CZ
867056,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 172,GKG,,OK-GKG,CZ
867067,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 172,UKJ,2015-02-01T23:00:00.000Z,OK-UKJ,CZ
867073,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 172,AKL,2003-07-23T12:00:00.000Z,OK-AKL,CZ
867079,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 172,DKJ,2022-05-10T23:00:00.000Z,OK-DKJ,CZ
867085,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 172,EKK,,OK-EKK,CZ
867091,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna F 172,ELM,2019-10-09T13:00:00.000Z,OK-ELM,CZ
867097,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 172,FKU,,OK-FKU,CZ
867103,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 172,FKD,,OK-FKD,CZ
867109,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 172,EKR,,OK-EKR,CZ
867115,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 172,DKK,,OK-DKK,CZ
867121,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 152,IKA,,OK-IKA,CZ
867127,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 152,IKH,2022-02-19T07:00:00.000Z,OK-IKH,CZ
867133,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 152,IKF,2016-03-30T12:00:00.000Z,OK-IKF,CZ
867139,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 152,IKC,2022-09-09T23:00:00.000Z,OK-IKC,CZ
867145,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 152,LKB,,OK-LKB,CZ
867150,AVREG_DATA.CATEGORIES.AIRPLANE,ATR 42,VFI,2011-05-15T23:00:00.000Z,OK-VFI,CZ
867156,AVREG_DATA.CATEGORIES.AIRPLANE,ATR 42,AFE,2005-12-01T08:30:00.000Z,OK-AFE,CZ
867162,AVREG_DATA.CATEGORIES.AIRPLANE,ATR 42,AFF,2005-12-02T07:15:00.000Z,OK-AFF,CZ
867168,AVREG_DATA.CATEGORIES.AIRPLANE,ATR 42,BFG,2005-06-10T12:00:00.000Z,OK-BFG,CZ
867174,AVREG_DATA.CATEGORIES.AIRPLANE,ATR 42,BFH,2005-05-06T10:00:00.000Z,OK-BFH,CZ
867190,AVREG_DATA.CATEGORIES.AIRPLANE,L 410,WYI,,OK-WYI,CZ
867196,AVREG_DATA.CATEGORIES.AIRPLANE,L 410,WDT,,OK-WDT,CZ
867202,AVREG_DATA.CATEGORIES.AIRPLANE,L 410,WDR,2004-03-17T23:00:00.000Z,OK-WDR,CZ
867208,AVREG_DATA.CATEGORIES.AIRPLANE,L 410,WDC,2024-07-23T13:50:00.000Z,OK-WDC,CZ
867214,AVREG_DATA.CATEGORIES.AIRPLANE,L 410,UDS,2007-04-27T09:00:00.000Z,OK-UDS,CZ
