id,category,type,registration_number,deletion_date,registration,country
1517722,AVREG_DATA.CATEGORIES.AIRPLANE,A320-200,HEU,,OK-HEU,CZ
1517760,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,1971,,OK-1971,CZ
1518084,AVREG_DATA.CATEGORIES.AIRPLANE,L 410,JNB,2020-11-13T11:00:00.000Z,OK-JNB,CZ
1518294,AVREG_DATA.CATEGORIES.AIRPLANE,Pilatus PC-12,TBE,2022-12-29T23:00:00.000Z,OK-TBE,CZ
1519164,AVREG_DATA.CATEGORIES.GLIDER,ASW 19,3323,,OK-3323,CZ
1519171,AVREG_DATA.CATEGORIES.GLIDER,LS 1-c,0121,,OK-0121,CZ
1519472,AVREG_DATA.CATEGORIES.GLIDER,SZD 48,4424,,OK-4424,CZ
1519677,AVREG_DATA.CATEGORIES.AIRPLANE,PIPER PA46,VEL,,OK-VEL,CZ
1519862,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 152,FAM,,OK-FAM,CZ
1519880,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 152,FAO,2022-02-01T12:00:00.000Z,OK-FAO,CZ
1519893,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 152,FAL,2022-02-01T12:00:00.000Z,OK-FAL,CZ
1519980,AVREG_DATA.CATEGORIES.AIRPLANE,JAK11,KII,2023-03-28T23:00:00.000Z,OK-KII,CZ
1520009,AVREG_DATA.CATEGORIES.HELICOPTER,R 22,BLT,,OK-BLT,CZ
1521377,AVREG_DATA.CATEGORIES.AIRPLANE,Socata,ABL,2025-04-16T23:00:00.000Z,OK-ABL,CZ
1521515,AVREG_DATA.CATEGORIES.GLIDER,ASW 24 ,8483,,OK-8483,CZ
1522148,AVREG_DATA.CATEGORIES.POWERED_GLIDER,SF 25 C,9101,,OK-9101,CZ
1522402,AVREG_DATA.CATEGORIES.POWERED_GLIDER,Ventus-3,1090,,OK-1090,CZ
1522488,AVREG_DATA.CATEGORIES.AIRPLANE,L 410,JNC,2020-11-13T11:00:00.000Z,OK-JNC,CZ
1522505,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,0809,,OK-0809,CZ
1522762,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,ULTRAMAGIC HOT AIR BALLOONS,0021,2021-01-27T12:00:00.000Z,OK-0021,CZ
1523223,AVREG_DATA.CATEGORIES.AIRPLANE,L 410,JND,2020-11-13T11:00:00.000Z,OK-JND,CZ
1523258,AVREG_DATA.CATEGORIES.AIRPLANE,L 410,NGB,,OK-NGB,CZ
1523265,AVREG_DATA.CATEGORIES.AIRPLANE,L 410,NGC,,OK-NGC,CZ
1523368,AVREG_DATA.CATEGORIES.GLIDER,ASTIR CS,1337,,OK-1337,CZ
1523579,AVREG_DATA.CATEGORIES.GLIDER,ASTIR CS,5742,,OK-5742,CZ
1523668,AVREG_DATA.CATEGORIES.GLIDER,ASW 19,8842,,OK-8842,CZ
1523852,AVREG_DATA.CATEGORIES.AIRPLANE,SR22,TOP,2022-12-20T23:00:00.000Z,OK-TOP,CZ
1523911,AVREG_DATA.CATEGORIES.GLIDER,ASW 19,1691,,OK-1691,CZ
1524220,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,1987,,OK-1987,CZ
1524223,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,1109,,OK-1109,CZ
1524237,AVREG_DATA.CATEGORIES.GLIDER,SPEED ASTIR II,8745,,OK-8745,CZ
1524366,AVREG_DATA.CATEGORIES.POWERED_GLIDER,DG-500,9800,,OK-9800,CZ
1524549,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 182,HBS,,OK-HBS,CZ
1524633,AVREG_DATA.CATEGORIES.POWERED_GLIDER,HPH Glasflügel 304,0610,,OK-0610,CZ
1524757,AVREG_DATA.CATEGORIES.POWERED_GLIDER,HPH Glasflügel 304,0305,,OK-0305,CZ
1525218,AVREG_DATA.CATEGORIES.POWERED_GLIDER,Ventus-3,1999,,OK-1999,CZ
1525321,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,Cameron O Type,2226,,OK-2226,CZ
1525626,AVREG_DATA.CATEGORIES.AIRPLANE,BEECH 400,NTU,2022-10-04T23:00:00.000Z,OK-NTU,CZ
1525636,AVREG_DATA.CATEGORIES.AIRPLANE,BEECH 400,PFY,2023-01-18T23:00:00.000Z,OK-PFY,CZ
1525658,AVREG_DATA.CATEGORIES.AIRPLANE,BEECH 400,NTD,2022-10-04T23:00:00.000Z,OK-NTD,CZ
1525720,AVREG_DATA.CATEGORIES.AIRPLANE,FALCON,FLN,,OK-FLN,CZ
1525799,,Cessna 182,KGM,,OK-KGM,CZ
1525804,,Cessna 182,KGN,,OK-KGN,CZ
1525858,AVREG_DATA.CATEGORIES.GLIDER,ASTIR CS,5432,,OK-5432,CZ
1525903,AVREG_DATA.CATEGORIES.POWERED_GLIDER,Janus CM,1166,,OK-1166,CZ
1525984,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna F 150,RAD,,OK-RAD,CZ
1526917,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 152,MAJ,,OK-MAJ,CZ
1527093,AVREG_DATA.CATEGORIES.AIRPLANE,Twin Commander 500 Series,CPT,,OK-CPT,CZ
1527106,AVREG_DATA.CATEGORIES.POWERED_GLIDER,Twinshark,7236,,OK-7236,CZ
1527426,AVREG_DATA.CATEGORIES.HELICOPTER,R 44,HWG,,OK-HWG,CZ
1527595,AVREG_DATA.CATEGORIES.AIRPLANE,Pilatus PC-12,PVN,,OK-PVN,CZ
1528124,AVREG_DATA.CATEGORIES.GLIDER,CENTRAIR 101 A,9092,2024-01-30T23:00:00.000Z,OK-9092,CZ
1528416,AVREG_DATA.CATEGORIES.HELICOPTER,CABRI G2,EBC,,OK-EBC,CZ
1528540,AVREG_DATA.CATEGORIES.HELICOPTER,CABRI G2,LIO,,OK-LIO,CZ
1528617,AVREG_DATA.CATEGORIES.HELICOPTER,CABRI G2,WRW,,OK-WRW,CZ
1530072,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,2312,,OK-2312,CZ
1530939,AVREG_DATA.CATEGORIES.GLIDER,VT 16,3423,,OK-3423,CZ
1530975,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 172,FAR,2021-10-21T23:00:00.000Z,OK-FAR,CZ
1531586,AVREG_DATA.CATEGORIES.GLIDER,VT 116,7427,,OK-7427,CZ
1531721,AVREG_DATA.CATEGORIES.GLIDER,M 16,0402,,OK-0402,CZ
1531918,AVREG_DATA.CATEGORIES.AIRPLANE,BEECH 390,FWW,2020-08-17T13:30:00.000Z,OK-FWW,CZ
1531933,,BB-S,1666,2020-07-02T08:40:00.000Z,OK-1666,CZ
1531940,,BB-S,1679,2020-06-02T14:00:00.000Z,OK-1679,CZ
1532737,AVREG_DATA.CATEGORIES.AIRPLANE,L 410,YPL,2025-11-24T23:00:00.000Z,OK-YPL,CZ
1533086,AVREG_DATA.CATEGORIES.AIRPLANE,Z 526,CZU,,OK-CZU,CZ
1533170,AVREG_DATA.CATEGORIES.POWERED_GLIDER,Twinshark,1001,,OK-1001,CZ
1533341,AVREG_DATA.CATEGORIES.GLIDER,ASW 19,6783,,OK-6783,CZ
1533637,AVREG_DATA.CATEGORIES.AIRPLANE,B36TC,ATB,,OK-ATB,CZ
1533988,AVREG_DATA.CATEGORIES.AIRPLANE,JAK-52,JAX,,OK-JAX,CZ
1534151,AVREG_DATA.CATEGORIES.AIRPLANE,SR22,JPE,,OK-JPE,CZ
1534928,AVREG_DATA.CATEGORIES.AIRPLANE,Z 126,IFC,,OK-IFC,CZ
1535764,AVREG_DATA.CATEGORIES.HELICOPTER,EC 135,DSZ,,OK-DSZ,CZ
1536171,AVREG_DATA.CATEGORIES.HELICOPTER,BELL 505,ABR,,OK-ABR,CZ
1536343,AVREG_DATA.CATEGORIES.GLIDER,LS 4,3133,,OK-3133,CZ
1536457,AVREG_DATA.CATEGORIES.AIRPLANE,PIPER PA46,GYJ,2020-08-07T13:00:00.000Z,OK-GYJ,CZ
1536995,AVREG_DATA.CATEGORIES.HELICOPTER,Bell 429,TEL,2020-09-11T23:00:00.000Z,OK-TEL,CZ
1537996,AVREG_DATA.CATEGORIES.AIRPLANE,Tecnam P2002 JF,AFM,,OK-AFM,CZ
1538027,AVREG_DATA.CATEGORIES.AIRPLANE,Tecnam P2002 JF,AIM,,OK-AIM,CZ
1538059,AVREG_DATA.CATEGORIES.AIRPLANE,Tecnam P2002 JF,ATC,,OK-ATC,CZ
1538275,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna FR 172,FRK,,OK-FRK,CZ
1538279,AVREG_DATA.CATEGORIES.AIRPLANE,Tecnam P2002 JF,AOC,,OK-AOC,CZ
1538287,AVREG_DATA.CATEGORIES.AIRPLANE,Tecnam P2002 JF,APP,,OK-APP,CZ
1538298,AVREG_DATA.CATEGORIES.AIRPLANE,Tecnam P2002 JF,AIS,,OK-AIS,CZ
1538393,AVREG_DATA.CATEGORIES.AIRPLANE,Tecnam P2002 JF,AWY,,OK-AWY,CZ
1538461,AVREG_DATA.CATEGORIES.AIRPLANE,Tecnam P2002 JF,ATZ,,OK-ATZ,CZ
1538509,AVREG_DATA.CATEGORIES.AIRPLANE,Tecnam P2002 JF,APN,,OK-APN,CZ
1538629,AVREG_DATA.CATEGORIES.HELICOPTER,EC 135,LJR,,OK-LJR,CZ
1538632,AVREG_DATA.CATEGORIES.HELICOPTER,EC 135,JIX,,OK-JIX,CZ
1538641,AVREG_DATA.CATEGORIES.AIRPLANE,PIPER PA46,PMA,2022-05-24T23:00:00.000Z,OK-PMA,CZ
1538656,AVREG_DATA.CATEGORIES.AIRPLANE,PIPER PA34 ,PSN,2020-10-20T08:00:00.000Z,OK-PSN,CZ
1539209,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,1597,,OK-1597,CZ
1539224,,BB,0017,2020-07-28T11:30:00.000Z,OK-0017,CZ
1539466,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,6660,,OK-6660,CZ
1539745,AVREG_DATA.CATEGORIES.GLIDER,ASW 15,0508,,OK-0508,CZ
1540108,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 172,TOD,,OK-TOD,CZ
1540455,AVREG_DATA.CATEGORIES.AIRPLANE,PS-28 Cruiser,JXE,2021-08-11T14:00:00.000Z,OK-JXE,CZ
1541379,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,2001,,OK-2001,CZ
1542080,AVREG_DATA.CATEGORIES.HELICOPTER,Bell 429,GMV,2021-05-12T09:00:00.000Z,OK-GMV,CZ
1542302,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna F 172,LAD,,OK-LAD,CZ
1550179,AVREG_DATA.CATEGORIES.POWERED_GLIDER,HPH Glasflügel 304,3044,2021-10-14T12:00:00.000Z,OK-3044,CZ
1550799,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,3008,,OK-3008,CZ
1551881,AVREG_DATA.CATEGORIES.AIRPLANE,PIPER PA28,PAC,,OK-PAC,CZ
1552920,AVREG_DATA.CATEGORIES.AIRPLANE,BD-100,RPM,,OK-RPM,CZ
1558445,AVREG_DATA.CATEGORIES.AIRPLANE,Z 43,ZLN,2023-05-18T09:00:00.000Z,OK-ZLN,CZ
1558919,AVREG_DATA.CATEGORIES.AIRPLANE,Z 37,CJD,,OK-CJD,CZ
1561119,AVREG_DATA.CATEGORIES.GLIDER,DG-100,4848,,OK-4848,CZ
1563837,AVREG_DATA.CATEGORIES.HELICOPTER,Bell 429,POD,2021-04-07T07:00:00.000Z,OK-POD,CZ
1564528,AVREG_DATA.CATEGORIES.AIRPLANE,Husky A-1,HMB,,OK-HMB,CZ
1564581,AVREG_DATA.CATEGORIES.AIRPLANE,HR200-120B,COF,,OK-COF,CZ
1564960,AVREG_DATA.CATEGORIES.AIRPLANE,Z 50,ARX,,OK-ARX,CZ
1564972,AVREG_DATA.CATEGORIES.AIRPLANE,PS-28 Cruiser,FSE,,OK-FSE,CZ
1565239,AVREG_DATA.CATEGORIES.AIRPLANE,Z 242,TMB,,OK-TMB,CZ
1565942,AVREG_DATA.CATEGORIES.AIRPLANE,PA-25,ITY,,OK-ITY,CZ
1566621,AVREG_DATA.CATEGORIES.HELICOPTER,R 44,VLB,,OK-VLB,CZ
1566963,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,1616,,OK-1616,CZ
1567955,AVREG_DATA.CATEGORIES.POWERED_GLIDER,PIK-20 E,1474,,OK-1474,CZ
1567991,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna F 182,FPC,,OK-FPC,CZ
1568949,AVREG_DATA.CATEGORIES.AIRPLANE,EMB-505,STS,,OK-STS,CZ
1569085,AVREG_DATA.CATEGORIES.AIRPLANE,PS-28 Cruiser,STI,,OK-STI,CZ
1569443,AVREG_DATA.CATEGORIES.HELICOPTER,EC 120,ACE,,OK-ACE,CZ
1569982,AVREG_DATA.CATEGORIES.GLIDER,Glasflügel Sailplanes,2444,,OK-2444,CZ
1570145,AVREG_DATA.CATEGORIES.AIRPLANE,EMB-500,FRE,2023-06-14T23:00:00.000Z,OK-FRE,CZ
1570208,AVREG_DATA.CATEGORIES.GLIDER,ASW 24 ,6231,,OK-6231,CZ
1570731,AVREG_DATA.CATEGORIES.AIRPLANE,7GCBC,DAJ,,OK-DAJ,CZ
1571245,AVREG_DATA.CATEGORIES.AIRPLANE,Gulfstream GVI,KKF,,OK-KKF,CZ
1571560,,BB,0711,2020-11-18T12:45:00.000Z,OK-0711,CZ
1571695,AVREG_DATA.CATEGORIES.POWERED_GLIDER,VENTUS,1519,,OK-1519,CZ
1572949,AVREG_DATA.CATEGORIES.POWERED_GLIDER,HPH Glasflügel 304,1962,,OK-1962,CZ
1573404,AVREG_DATA.CATEGORIES.POWERED_GLIDER,VENTUS,7778,,OK-7778,CZ
1573680,AVREG_DATA.CATEGORIES.HELICOPTER,CABRI G2,RMW,,OK-RMW,CZ
1573963,AVREG_DATA.CATEGORIES.AIRPLANE,Pilatus PC-12,PTT,,OK-PTT,CZ
1574099,AVREG_DATA.CATEGORIES.POWERED_GLIDER,Discus bT,9030,,OK-9030,CZ
1575485,AVREG_DATA.CATEGORIES.AIRPLANE,L 410,JNG,2022-08-09T23:00:00.000Z,OK-JNG,CZ
1576529,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,1608,,OK-1608,CZ
1576779,AVREG_DATA.CATEGORIES.GLIDER,Duo Discus,3415,,OK-3415,CZ
1576819,AVREG_DATA.CATEGORIES.AIRPLANE,EXTRA,MAD,,OK-MAD,CZ
1576939,AVREG_DATA.CATEGORIES.POWERED_GLIDER,HPH Glasflügel 304,1991,2023-10-09T23:00:00.000Z,OK-1991,CZ
1577061,AVREG_DATA.CATEGORIES.POWERED_GLIDER,HPH Glasflügel 304,8484,,OK-8484,CZ
1577519,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,1606,,OK-1606,CZ
1578539,AVREG_DATA.CATEGORIES.AIRPLANE,SR20,CPS,2024-06-24T23:00:00.000Z,OK-CPS,CZ
1578808,AVREG_DATA.CATEGORIES.AIRPLANE,Bristell B23,IDO,,OK-IDO,CZ
1580201,AVREG_DATA.CATEGORIES.POWERED_GLIDER,Twinshark,3042,,OK-3042,CZ
1581525,AVREG_DATA.CATEGORIES.POWERED_GLIDER,HPH Glasflügel 304,2023,,OK-2023,CZ
1582079,AVREG_DATA.CATEGORIES.POWERED_GLIDER,HPH Glasflügel 304,2552,,OK-2552,CZ
1582601,,L 410,JNH,2021-04-07T08:00:00.000Z,OK-JNH,CZ
1584041,AVREG_DATA.CATEGORIES.GLIDER,LS 6,6696,,OK-6696,CZ
1584099,AVREG_DATA.CATEGORIES.AIRPLANE,L 410,NGD,,OK-NGD,CZ
1584119,AVREG_DATA.CATEGORIES.AIRPLANE,L 410,NGE,,OK-NGE,CZ
1584122,,L 410,JNI,2021-04-17T07:00:00.000Z,OK-JNI,CZ
1584125,AVREG_DATA.CATEGORIES.AIRPLANE,L 410,JNJ,2023-09-11T12:45:00.000Z,OK-JNJ,CZ
1587041,AVREG_DATA.CATEGORIES.GLIDER,L 13,4701,,OK-4701,CZ
1589280,AVREG_DATA.CATEGORIES.POWERED_GLIDER,AS 33,0033,2024-11-04T14:30:00.000Z,OK-0033,CZ
1589580,AVREG_DATA.CATEGORIES.GLIDER,VSO 10,1505,,OK-1505,CZ
1590819,AVREG_DATA.CATEGORIES.AIRPLANE,Z 226,TRF,,OK-TRF,CZ
1590974,AVREG_DATA.CATEGORIES.AIRPLANE,M20J,TWA,,OK-TWA,CZ
1591043,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,0203,,OK-0203,CZ
1591060,AVREG_DATA.CATEGORIES.AIRPLANE,BEECH 400,DJB,,OK-DJB,CZ
1591131,AVREG_DATA.CATEGORIES.GLIDER,Ka 6,5319,,OK-5319,CZ
1591617,AVREG_DATA.CATEGORIES.AIRPLANE,BEECH 200,SLM,,OK-SLM,CZ
1591740,AVREG_DATA.CATEGORIES.AIRPLANE,DR 400,HOD,,OK-HOD,CZ
1591745,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,M-77C,9699,2024-12-20T07:30:00.000Z,OK-9699,CZ
1591754,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,H-34,9696,,OK-9696,CZ
1592662,AVREG_DATA.CATEGORIES.HELICOPTER,R 66,LHI,,OK-LHI,CZ
1592688,AVREG_DATA.CATEGORIES.AIRPLANE,Rutan 61 Long EZ,SIM,,OK-SIM,CZ
1592719,AVREG_DATA.CATEGORIES.GLIDER,Discus a,5475,,OK-5475,CZ
1592764,AVREG_DATA.CATEGORIES.GLIDER,Standard Cirrus,1550,,OK-1550,CZ
1592864,AVREG_DATA.CATEGORIES.AIRPLANE,CL-600,WAY,,OK-WAY,CZ
1592900,AVREG_DATA.CATEGORIES.AIRPLANE,AN 2,RID,,OK-RID,CZ
1593100,AVREG_DATA.CATEGORIES.GLIDER,Cirrus-VTC,0505,,OK-0505,CZ
1593161,AVREG_DATA.CATEGORIES.AIRPLANE,Tecnam P2006T,JOY,,OK-JOY,CZ
1593750,AVREG_DATA.CATEGORIES.GLIDER,Standard Cirrus,1728,,OK-1728,CZ
1594059,AVREG_DATA.CATEGORIES.AIRPLANE,PIPER PA46,PMM,,OK-PMM,CZ
1594200,AVREG_DATA.CATEGORIES.AIRPLANE,PIPER PA46,SVL,2022-10-04T23:00:00.000Z,OK-SVL,CZ
1594259,AVREG_DATA.CATEGORIES.GLIDER,Standard Cirrus,5991,,OK-5991,CZ
1594906,AVREG_DATA.CATEGORIES.AIRPLANE,Bellanca,LOL,,OK-LOL,CZ
1595043,AVREG_DATA.CATEGORIES.GLIDER,Discus a,3518,,OK-3518,CZ
1601140,AVREG_DATA.CATEGORIES.GLIDER,VSO 10,5603,,OK-5603,CZ
1601254,AVREG_DATA.CATEGORIES.AIRPLANE,Z 42,ZET,,OK-ZET,CZ
1601258,AVREG_DATA.CATEGORIES.POWERED_GLIDER,SF 25 B,6699,,OK-6699,CZ
1601691,AVREG_DATA.CATEGORIES.AIRPLANE,Bristell B23,ACD,2021-12-09T13:00:00.000Z,OK-ACD,CZ
1601772,AVREG_DATA.CATEGORIES.AIRPLANE,PC-24,EBT,,OK-EBT,CZ
1601844,AVREG_DATA.CATEGORIES.AIRPLANE,Bristell B23,RTK,2022-01-31T12:00:00.000Z,OK-RTK,CZ
1601919,AVREG_DATA.CATEGORIES.AIRPLANE,BEECH C-90,BBA,,OK-BBA,CZ
1602019,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,2102,,OK-2102,CZ
1602059,AVREG_DATA.CATEGORIES.POWERED_GLIDER,Twinshark,4030,,OK-4030,CZ
1602206,AVREG_DATA.CATEGORIES.GLIDER,L 13,3455,2021-05-07T07:00:00.000Z,OK-3455,CZ
1602924,AVREG_DATA.CATEGORIES.AIRPLANE,PIPER PA28,EVR,,OK-EVR,CZ
1603680,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 560XL,ECR,,OK-ECR,CZ
1603790,AVREG_DATA.CATEGORIES.GLIDER,DG-100,3760,,OK-3760,CZ
1604059,AVREG_DATA.CATEGORIES.AIRPLANE,Kodiak 100 Series,AKD,,OK-AKD,CZ
1604211,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,FTP,2021-09-23T23:00:00.000Z,OK-FTP,CZ
1604216,AVREG_DATA.CATEGORIES.AIRPLANE,B 737,FTO,2022-02-08T23:00:00.000Z,OK-FTO,CZ
1604911,AVREG_DATA.CATEGORIES.GLIDER,Standard Cirrus,1825,2022-03-30T10:30:00.000Z,OK-1825,CZ
1604959,AVREG_DATA.CATEGORIES.POWERED_GLIDER,VENTUS,2233,2022-10-14T12:00:00.000Z,OK-2233,CZ
1605048,AVREG_DATA.CATEGORIES.POWERED_GLIDER,NIMBUS 4,2243,,OK-2243,CZ
1605340,AVREG_DATA.CATEGORIES.HELICOPTER,R 66,RHE,,OK-RHE,CZ
1606341,AVREG_DATA.CATEGORIES.GLIDER,JS-MD Single,0107,,OK-0107,CZ
1606862,AVREG_DATA.CATEGORIES.GLIDER,Standard Cirrus,1358,,OK-1358,CZ
1607799,AVREG_DATA.CATEGORIES.AIRPLANE,PIPER PA46,GEM,2025-02-18T10:00:00.000Z,OK-GEM,CZ
1607999,AVREG_DATA.CATEGORIES.AIRPLANE,Kodiak 100 Series,JZK,,OK-JZK,CZ
1609744,AVREG_DATA.CATEGORIES.HELICOPTER,R 44,RRR,,OK-RRR,CZ
1610599,AVREG_DATA.CATEGORIES.AIRPLANE,SR20,ANI,,OK-ANI,CZ
1611459,AVREG_DATA.CATEGORIES.AIRPLANE,Z 50,PAJ,,OK-PAJ,CZ
1613879,AVREG_DATA.CATEGORIES.GLIDER,Neukom Elfe,1218,,OK-1218,CZ
1618520,AVREG_DATA.CATEGORIES.GLIDER,L 13,7703,,OK-7703,CZ
1619100,AVREG_DATA.CATEGORIES.AIRPLANE,YMF,AMO,2023-10-17T10:15:00.000Z,OK-AMO,CZ
1624619,AVREG_DATA.CATEGORIES.GLIDER,L 23,2300,,OK-2300,CZ
1626980,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,1191,2022-08-16T13:00:00.000Z,OK-1191,CZ
1629200,AVREG_DATA.CATEGORIES.AIRPLANE,Bristell B23,BIL,,OK-BIL,CZ
1629312,AVREG_DATA.CATEGORIES.POWERED_GLIDER,Twinshark,5276,,OK-5276,CZ
1629638,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 172,PTR,2025-05-22T12:00:00.000Z,OK-PTR,CZ
1629669,AVREG_DATA.CATEGORIES.GLIDER,K8,5190,,OK-5190,CZ
1630277,AVREG_DATA.CATEGORIES.GLIDER,ASW 19,6714,,OK-6714,CZ
1630626,,BB-S,0717,2021-06-23T12:00:00.000Z,OK-0717,CZ
1630632,AVREG_DATA.CATEGORIES.GLIDER,LG 125,1764,,OK-1764,CZ
1630790,AVREG_DATA.CATEGORIES.AIRPLANE,PIPER PA28,JOS,,OK-JOS,CZ
1630853,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 150 ,TOG,,OK-TOG,CZ
1631445,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 560XL,BIZ,,OK-BIZ,CZ
1633242,,SportCruiser,SCN,2022-03-11T09:00:00.000Z,OK-SCN,CZ
1633253,,SportCruiser,SCL,2022-03-11T09:00:00.000Z,OK-SCL,CZ
1633259,,SportCruiser,SCK,2022-03-11T09:00:00.000Z,OK-SCK,CZ
1633267,,SportCruiser,SCM,2022-03-11T09:00:00.000Z,OK-SCM,CZ
1633661,AVREG_DATA.CATEGORIES.GLIDER,JS-MD Single,2025,,OK-2025,CZ
1634432,AVREG_DATA.CATEGORIES.AIRPLANE,Bristell B23,BRM,2021-10-06T11:10:00.000Z,OK-BRM,CZ
1634559,AVREG_DATA.CATEGORIES.AIRPLANE,SR22,MIM,,OK-MIM,CZ
1634980,AVREG_DATA.CATEGORIES.AIRPLANE,Z 242,TMC,,OK-TMC,CZ
1635029,AVREG_DATA.CATEGORIES.GLIDER,LS 1-f,5650,,OK-5650,CZ
1635469,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,7782,,OK-7782,CZ
1635476,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,7376,2022-12-06T12:00:00.000Z,OK-7376,CZ
1635483,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,8281,,OK-8281,CZ
1635675,AVREG_DATA.CATEGORIES.AIRPLANE,Bristell B23,DAS,,OK-DAS,CZ
1635767,AVREG_DATA.CATEGORIES.POWERED_GLIDER,DG-400,4411,,OK-4411,CZ
1635895,AVREG_DATA.CATEGORIES.POWERED_GLIDER,NIMBUS,5151,,OK-5151,CZ
1636205,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 182,KEM,,OK-KEM,CZ
1636380,AVREG_DATA.CATEGORIES.AIRPLANE,Z 42,SAZ,,OK-SAZ,CZ
1636660,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna F 172,VDI,,OK-VDI,CZ
1637394,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna F 172,OKM,,OK-OKM,CZ
1638039,AVREG_DATA.CATEGORIES.AIRPLANE,L 410,UDG,2025-02-12T11:00:00.000Z,OK-UDG,CZ
1638041,AVREG_DATA.CATEGORIES.AIRPLANE,DR 400,RCE,,OK-RCE,CZ
1638230,AVREG_DATA.CATEGORIES.AIRPLANE,EXTRA 300,LPJ,,OK-LPJ,CZ
1638388,AVREG_DATA.CATEGORIES.AIRPLANE,PIPER PA28,AFT,,OK-AFT,CZ
1638482,AVREG_DATA.CATEGORIES.HELICOPTER,R 66,CSB,,OK-CSB,CZ
1638639,AVREG_DATA.CATEGORIES.GLIDER,ASTIR CS,7447,,OK-7447,CZ
1638877,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,4685,,OK-4685,CZ
1639542,AVREG_DATA.CATEGORIES.HELICOPTER,R 66,HMP,2023-12-07T23:00:00.000Z,OK-HMP,CZ
1639543,AVREG_DATA.CATEGORIES.GLIDER,Standard Cirrus,7227,,OK-7227,CZ
1639565,AVREG_DATA.CATEGORIES.GLIDER,LS 3,2600,,OK-2600,CZ
1639576,AVREG_DATA.CATEGORIES.GLIDER,ASTIR CS,3711,,OK-3711,CZ
1639827,AVREG_DATA.CATEGORIES.AIRPLANE,PIPER PA32,STG,,OK-STG,CZ
1639887,,"L -13 ""Blaník""",5676,2022-04-01T15:00:00.000Z,OK-5676,CZ
1640351,AVREG_DATA.CATEGORIES.HELICOPTER,R 44,DCN,,OK-DCN,CZ
1640407,AVREG_DATA.CATEGORIES.HOT_AIR_BALLOON,BB,4686,,OK-4686,CZ
1640765,AVREG_DATA.CATEGORIES.AIRPLANE,SR20,PUL,,OK-PUL,CZ
1641068,AVREG_DATA.CATEGORIES.POWERED_GLIDER,Discus bT,0408,,OK-0408,CZ
1641439,AVREG_DATA.CATEGORIES.HELICOPTER,CABRI G2,FIF,,OK-FIF,CZ
1641482,AVREG_DATA.CATEGORIES.HELICOPTER,BELL 505,RAA,,OK-RAA,CZ
1641562,AVREG_DATA.CATEGORIES.AIRPLANE,Stream Turbo,TLS,,OK-TLS,CZ
1641932,AVREG_DATA.CATEGORIES.AIRPLANE,Cessna 172,SEE,,OK-SEE,CZ
1642315,Bezpilotní letadlo,NST-20 TARA,X081M,,OK-X081M,CZ
1642603,AVREG_DATA.CATEGORIES.AIRPLANE,Pilatus PC-12,PMP,,OK-PMP,CZ
